code,name,country,latitude,longitude
EDLN,Mönchengladbach Airport,DE,51.2336998,6.49778986
EDLO,Oerlinghausen Airfield,DE,51.927569,8.660168
EDLP,Paderborn Lippstadt Airport,DE,51.6086998,8.603179932
EDLR,Paderborn-Haxterberg Airfield,DE,51.68714,8.7717
EDLS,Stadtlohn-Vreden Airfield,DE,51.9972,6.83359
EDLV,Weeze Airport,DE,51.60279846,6.124539852
EDLW,Dortmund Airport,DE,51.51470184,7.601900101
EDMA,Augsburg Airport,DE,48.42340088,10.92350006
EDMB,Biberach an der Riß Airfield,DE,48.10710144,9.757740021
EDMC,Blaubeuren Airfield,DE,48.420232,9.794632
EDME,Eggenfelden Airfield,DE,48.39569855,12.71380043
EDMN,Mindelheim-Mattsies Airfield,DE,48.11349869,10.52099991
EDMO,Oberpfaffenhofen Airport,DE,48.07400131,11.2730999
EDMS,Straubing Airport,DE,48.90159988,12.50749969
EDMU,Gundelfingen Airfield,DE,48.56977081,10.35451031
EDMV,Vilshofen Airfield,DE,48.63790131,13.18910027
EDNL,Leutkirch-Unterzeil Airfield,DE,47.85649872,10.00899982
EDNX,Schleissheim Airfield,DE,48.238251,11.553927
EDNY,Friedrichshafen Airport,DE,47.66600037,9.497890472
EDON,Neuhardenberg Marxwalde Airfield,DE,52.61149979,14.22509956
EDOV,Stendal-Borstel Airfield,DE,52.62779999,11.80539989
EDPA,Aalen Heidenheim Elchingen Airfield,DE,48.77719879,10.25829983
EDPJ,Laichingen Jakob Laur Airfield,DE,48.496163,9.637248
EDQA,Bamberg-Breitenau Airfield,DE,49.9161,10.9094
EDQC,Coburg-Brandensteinsebene Airfield,DE,50.26440048,10.99059963
EDQD,Bayreuth Airport,DE,49.98249817,11.63389969
EDQE,Burg Feuerstein Airport,DE,49.79339981,11.1257
EDQG,Giebelstadt Airport,DE,49.64644623,9.954282761
EDQI,Lauf-Lillinghof Airfield,DE,49.6048,11.2805
EDQK,Kulmbach Airfield,DE,50.13470078,11.45429993
EDQL,Lichtenfels Airfield,DE,50.14559937,11.04298592
EDQM,Hof-Plauen Airport,DE,50.28829956,11.84370041
EDQR,Ebern-Sendelbach Airfield,DE,50.04153061,10.82038403
EDQT,Haßfurt-Schweinfurt Airfield,DE,50.0199585,10.52299213
EDQY,Coburg-Steinrücken Airfield,DE,50.22939682,10.9903841
EDRB,Bitburg Airport,DE,49.93709946,6.546770096
EDRG,Idar-Oberstein/Göttschied Airfield,DE,49.73130035,7.332620144
EDRK,Koblenz-Winningen Airfield,DE,50.32239914,7.520830154
EDRT,Trier-Föhren Airfield,DE,49.85960007,6.78290987
EDRY,Speyer Airfield,DE,49.30810165,8.449029922
EDRZ,Zweibrücken Airport,DE,49.19800186,7.390530109
EDSA,Albstadt-Degerfeld Airfield,DE,48.249699,9.055983
EDSB,Karlsruhe Baden-Baden Airport,DE,48.76789856,8.069761276
EDSN,Neuhausen ob Eck Airfield,DE,47.97689819,8.896809578
EDSP,Poltringen Airfield,DE,48.548898,8.945686
EDSX,Völkleshofen-Lichtenberg Airfield,DE,49.00851,9.34815
EDTB,Baden-Oos Airfield,DE,48.78689957,8.18241024
EDTD,Donaueschingen-Villingen Airfield,DE,47.97990036,8.521960258
EDTF,Freiburg im Breisgau Airfield,DE,48.027901,7.82969
EDTG,Bremgarten Airfield,DE,47.89870071,7.609000206
EDTL,Lahr Airport,DE,48.35739899,7.818130016
EDTM,Mengen-Hohentengen Airfield,DE,48.05239868,9.36231041
EDTN,Nabern-Teck Airfield,DE,48.61467,9.474533
EDTW,Winzeln-Schramberg Airfield,DE,48.281768,8.425521
EDTY,Adolf Würth Airport,DE,49.11940002,9.773209572
EDUF,Falkenberg-Lönnewitz Airfield,DE,51.54700089,13.22049999
EDUS,Finsterwalde-Schacksdorf Airfield,DE,51.60739899,13.72929955
EDUW,Tutow-Betriebs Airfield,DE,53.931999,13.2161
EDVE,Braunschweig-Wolfsburg Airport,DE,52.31840134,10.54209995
EDVK,Kassel Airport,DE,51.42179871,9.374230385
EDVM,Hildesheim Airfield,DE,52.17819977,9.937150002
EDWE,Emden Airport,DE,53.3899231,7.220152855
EDWF,Flugplatz Leer-Papenburg,DE,53.27059937,7.433509827
EDWH,Oldenburg-Hatten Airfield,DE,8.306935,53.06674
EDWI,JadeWeser Airport,DE,53.49760056,8.048910141
EDWR,Borkum Airport,DE,53.5951004,6.709959984
EDWY,Norderney Airport,DE,53.70650101,7.222720146
EDXF,Flensburg-Schäferhaus Airport,DE,54.77280045,9.367930412
EDXJ,Husum-Schwesing Airport,DE,54.50460052,9.131970406
EDXR,Rendsburg-Schachtholm Airfield,DE,54.2173996,9.596619606
EDXW,Westerland Sylt Airport,DE,54.91930008,8.33288002
EEB,El Espino Airport,CO,6.48737,-72.50701
EEEI,Ämari Air Base,EE,59.257301,24.1919
EEKA,Kärdla Airport,EE,58.99649811,22.82369995
EEKE,Kuressaare Airport,EE,58.24100113,22.50922775
EEPU,Pärnu Airport,EE,58.413517,24.465681
EERD,Riidaja Airfield,EE,58.08444214,25.89194489
EES,Berenice International Airport / Banas Cape Air Base,EG,23.98150063,35.44960022
EETN,Lennart Meri Tallinn Airport,EE,59.413338,24.805908
EETU,Tartu Airport,EE,58.3072052,26.67157936
EFAA,Aavahelukka Airfield,FI,67.6065979,23.96570015
EFAL,Alavus Airfield,FI,62.55410004,23.56340027
EFET,Enontekio Airport,FI,68.35520172,23.41049957
EFEU,Eura Airfield,FI,61.11809921,22.19300079
EFFO,Forssa Airfield,FI,60.80189896,23.6473999
EFHA,Halli Airport,FI,61.8553009,24.76199913
EFHK,Helsinki Vantaa Airport,FI,60.30979919,24.93320084
EFHM,Hämeenkyrö Airfield,FI,61.68849945,23.06539917
EFHN,Hanko Airfield,FI,59.84230042,23.07799911
EFHV,Hyvinkää Airfield,FI,60.65157,24.87535
EFII,Iisalmi Airfield,FI,63.63349915,27.12409973
EFIK,Kiikala Airfield,FI,60.4673996,23.65200043
EFIM,Immola Airfield,FI,61.24990082,28.88969994
EFIT,Kitee Airport,FI,62.15980148,30.06889915
EFIV,Ivalo Airport,FI,68.59960175,27.38290024
EFJM,Jämijärvi Airfield,FI,61.78160095,22.70190048
EFJO,Joensuu Airport,FI,62.66460037,29.59770012
EFJY,Jyväskylä Airport,FI,62.4076004,25.66010094
EFKA,Kauhava Airfield,FI,63.1391983,23.04999924
EFKE,Kemi-Tornio Airport,FI,65.79299927,24.58600044
EFKI,Kajaani Airport,FI,64.28340149,27.66699982
EFKJ,Kauhajoki Airfield,FI,62.46170044,22.38100052
EFKK,Kokkola-Pietarsaari Airport,FI,63.70780182,23.13820076
EFKM,Kemijärvi Airfield,FI,66.71929932,27.15519905
EFKO,Kalajoki Airfield,FI,64.22570038,23.81599998
EFKS,Kuusamo Airport,FI,65.99479675,29.21969986
EFKT,Kittilä Airport,FI,67.7118988,24.83979988
EFKU,Kuopio Airport,FI,63.01810074,27.78759956
EFKY,Kymi Airfield,FI,60.57820129,26.8927002
EFLA,Lahti Vesivehmaa Airfield,FI,61.14220047,25.68350029
EFLL,Lapinlahti Airfield,FI,63.39899826,27.47870064
EFLN,Lieksa Nurmes Airfield,FI,63.51399994,29.6208992
EFLP,Lappeenranta Airport,FI,61.0401001,28.12310028
EFMA,Mariehamn Airport,FI,60.11439896,19.89139938
EFME,Menkijärvi Airfield,FI,62.94300079,23.51029968
EFMI,Mikkeli Airport,FI,61.68970108,27.1868
EFNS,Savikko Airfield,FI,60.51900101,24.82929993
EFNU,Nummela Airfield,FI,60.32640076,24.28230095
EFOU,Oulu Airport,FI,64.93579865,25.33189964
EFPI,Piikajarvi Airfield,FI,61.25059891,22.19179916
EFPO,Pori Airport,FI,61.4681015,21.78129959
EFPR,Helsinki East-Redstone Aerodrome,FI,60.48410034,26.59049988
EFPU,Pudasjärvi Airfield,FI,65.40219879,26.94689941
EFPY,Pyhäsalmi Airfield,FI,63.73189926,25.92630005
EFRA,Rautavaara Airfield,FI,63.4314003,28.12630081
EFRH,Raahe Pattijoki Airfield,FI,64.68939972,24.68580055
EFRN,Rantasalmi Airfield,FI,62.06969833,28.35810089
EFRO,Rovaniemi Airport,FI,66.55410004,25.80999947
EFRY,Räyskälä Airfield,FI,60.74689865,24.10899925
EFSA,Savonlinna Airport,FI,61.94910049,28.9272995
EFSE,Selanpaa Airfield,FI,61.06700134,26.78890038
EFSI,Seinäjoki Airport,FI,62.69711304,22.82189369
EFSO,Sodankyla Airport,FI,67.40149689,26.61470032
EFTO,Torbacka Airfield,FI,60.07910156,24.16860008
EFTP,Tampere-Pirkkala Airport,FI,61.40890121,23.58160019
EFTU,Turku Airport,FI,60.51309967,22.24010086
EFUT,Utti Air Base,FI,60.89450073,26.92029953
EFVA,Vaasa Airport,FI,63.06209946,21.75449944
EFVR,Varkaus Airport,FI,62.18030167,27.85409927
EFVT,Sulkaharju Airfield,FI,63.39670181,24.02370071
EFYL,Ylivieska Airfield,FI,64.0605011,24.7159996
EG74,Bruntingthorpe Aerodrome,GB,52.47990036,-1.149479985
EGAA,Belfast International Airport,GB,54.65230179,-6.235239983
EGAB,Enniskillen/St Angelo Airport,GB,54.40330124,-7.658329964
EGAC,George Best Belfast City Airport,GB,54.6114006,-5.880720139
EGAE,City of Derry Airport,GB,55.040401,-7.17505
EGAH,Halley Research Station,AQ,-75.59719849,-26.27879906
EGBB,Birmingham Airport,GB,52.46559906,-1.761109948
EGBE,Coventry Airport,GB,52.36439896,-1.489279985
EGBG,Leicester Airport,GB,52.60810089,-1.038609982
EGBJ,Gloucestershire Airport,GB,51.8936,-2.17722
EGBN,Nottingham Airport,GB,52.921,-1.08583
EGBO,Wolverhampton Halfpenny Green Airport,GB,52.5223999,-2.263230085
EGBP,Cotswold Airport,GB,51.66659927,-2.071079969
EGBW,Wellesbourne Mountford Airfield,GB,52.19639969,-1.61500001
EGCC,Manchester Airport,GB,53.33200073,-2.310659885
EGCK,Caernarfon Airport,GB,53.09949875,-4.342380047
EGCW,Welshpool Airport,GB,52.62480164,-3.157759905
EGDC,Royal Marines Base Chivenor,GB,51.08710098,-4.163509846
EGDM,MoD Boscombe Down,GB,51.14410019,-1.768610001
EGDO,RNAS Predannack Air Base,GB,49.99069977,-5.236999989
EGDR,RNAS Culdrose,GB,50.08860016,-5.265910149
EGDX,MOD St Athan,GB,51.40280151,-3.446010113
EGDY,RNAS Yeovilton,GB,51.00699997,-2.661720037
EGEC,Campbeltown Airport,GB,55.438053,-5.690764
EGEO,Oban Airport,GB,56.458099,-5.400869
EGFA,Aberporth Airport,GB,52.11399841,-4.563360214
EGFE,Haverfordwest Airport,GB,51.82709885,-4.966639996
EGFF,Cardiff International Airport,GB,51.401501,-3.35868
EGFH,Swansea Airport,GB,51.59989929,-4.074210167
EGGD,Bristol Airport,GB,51.38209915,-2.733500004
EGGP,Liverpool John Lennon Airport,GB,53.332901,-2.866019964
EGGW,London Luton Airport,GB,51.872002,-0.38355
EGHC,Land's End Airport,GB,50.105133,-5.672089
EGHE,St. Mary's Airport,GB,49.915298,-6.29453
EGHF,Solent Airport,GB,50.812863,-1.211105
EGHH,Bournemouth Airport,GB,50.7775,-1.85793
EGHI,Southampton Airport,GB,50.943001,-1.36088
EGHL,Lasham Airfield,GB,51.18700027,-1.046429992
EGHQ,Cornwall Airport Newquay,GB,50.446999,-5.01203
EGJA,Alderney Airport,GG,49.706001,-2.22085
EGJB,Guernsey Airport,GG,49.43470001,-2.612040043
EGJJ,Jersey Airport,JE,49.207001,-2.20693
EGKA,Brighton City Airport,GB,50.832001,-0.299531
EGKB,London Biggin Hill Airport,GB,51.323601,0.027057
EGKC,Bognor Regis Lec Airfield,GB,50.79919815,-0.661778271
EGKK,London Gatwick Airport,GB,51.145103,-0.212345
EGKR,Redhill Aerodrome,GB,51.212517,-0.144858
EGLC,London City Airport,GB,51.50559998,0.044183001
EGLF,Farnborough Airport,GB,51.27059937,-0.792043984
EGLK,Blackbushe Airport,GB,51.32210159,-0.856621981
EGLL,London Heathrow Airport,GB,51.47750092,-0.489428014
EGLM,White Waltham Airfield,GB,51.4986,-0.781661
EGMC,London Southend Airport,GB,51.56719971,0.686267972
EGMD,Lydd London Ashford Airport,GB,50.9505,0.933364
EGNC,Carlisle Lake District Airport,GB,54.93420029,-2.818619967
EGNE,Retford Gamston Airport,GB,53.273701,-0.956831
EGNH,Blackpool International Airport,GB,53.772202,-3.04269
EGNJ,Humberside Airport,GB,53.5653,-0.357058
EGNL,Barrow Walney Island Airport,GB,54.12390137,-3.266109943
EGNM,Leeds Bradford Airport,GB,53.87340164,-1.672070026
EGNO,Warton Aerodrome,GB,53.74140167,-2.901279926
EGNR,Hawarden Airport,GB,53.1712,-2.98764
EGNS,Isle of Man Airport,IM,54.081387,-4.638947
EGNT,Newcastle International Airport,GB,55.033501,-1.70634
EGNV,Teesside International Airport,GB,54.50220108,-1.442430019
EGNX,East Midlands Airport,GB,52.830601,-1.34957
EGOD,Llanbedr Airfield,GB,52.81529999,-4.130280018
EGOE,RAF Ternhill,GB,52.87070084,-2.536030054
EGOQ,RAF Mona,GB,53.25389862,-4.380959988
EGOS,RAF Shawbury,GB,52.80179977,-2.667979956
EGOV,Anglesey Airport,GB,53.25379944,-4.546199799
EGOW,RAF Woodvale,GB,53.57529831,-3.063829899
EGPA,Kirkwall Airport,GB,58.957699,-2.91292
EGPB,Sumburgh Airport,GB,59.880798,-1.30526
EGPC,Wick Airport,GB,58.463699,-3.10547
EGPD,Aberdeen Dyce Airport,GB,57.20949936,-2.20340991
EGPE,Inverness Airport,GB,57.536999,-4.05951
EGPF,Glasgow International Airport,GB,55.863499,-4.44906
EGPG,Cumbernauld Airport,GB,55.973553,-3.981692
EGPH,Edinburgh Airport,GB,55.944,-3.39014
EGPI,Islay Airport,GB,55.686331,-6.268274
EGPK,Glasgow Prestwick Airport,GB,55.516399,-4.61476
EGPL,Benbecula Airport,GB,57.476398,-7.37528
EGPN,Dundee Airport,GB,56.45249939,-3.037179947
EGPO,Stornoway Airport,GB,58.22539902,-6.332940102
EGPU,Tiree Airport,GB,56.49499893,-6.877190113
EGQL,Leuchars Station Airfield,GB,56.3730011,-2.881710052
EGQS,RAF Lossiemouth,GB,57.69800186,-3.353420019
EGSC,Cambridge City Airport,GB,52.199299,0.164058
EGSF,Peterborough Business Airport,GB,52.46860123,-0.258332998
EGSH,Norwich Airport,GB,52.6758,1.26905
EGSS,London Stansted Airport,GB,51.87509918,0.219925001
EGSU,Duxford Aerodrome,GB,52.086899,0.123611
EGSX,North Weald Airfield,GB,51.71580124,0.153341994
EGTB,Wycombe Air Park,GB,51.610231,-0.812878
EGTC,Cranfield Airport,GB,52.065201,-0.623598
EGTE,Exeter International Airport,GB,50.731998,-3.42814
EGTF,Fairoaks Airport,GB,51.346092,-0.563647
EGTK,Oxford (Kidlington) Airport,GB,51.830051,-1.322059
EGTP,Perranporth Airfield,GB,50.32749939,-5.184370041
EGTU,Dunkeswell Airfield,GB,50.856201,-3.238
EGUB,RAF Benson,GB,51.60689926,-1.097650051
EGUL,RAF Lakenheath,GB,52.4025,0.544383
EGUN,RAF Mildenhall,GB,52.3643,0.468
EGUW,Wattisham Airfield,GB,52.12060165,0.943799973
EGVA,RAF Fairford,GB,51.68299866,-1.812000036
EGVN,RAF Brize Norton,GB,51.74610138,-1.60413003
EGVO,RAF Odiham,GB,51.23450089,-0.955886006
EGWC,DCAE Cosford Air Base,GB,52.63769913,-2.312710047
EGWU,RAF Northolt,GB,51.55009842,-0.431019008
EGXC,RAF Coningsby,GB,53.089298,-0.185564
EGXE,RAF Leeming,GB,54.301899,-1.54261
EGXG,Leeds East Airport,GB,53.82960129,-1.207239985
EGXH,RAF Honington,GB,52.3409996,0.753111005
EGXT,RAF Wittering,GB,52.60950089,-0.495499998
EGXW,RAF Waddington,GB,53.153847,-0.532005
EGXY,RAF Syerston,GB,53.0172,-0.928289
EGXZ,RAF Topcliffe,GB,54.1977005,-1.387060046
EGYD,RAF Cranwell,GB,53.02870178,-0.505702972
EGYE,RAF Barkston Heath,GB,52.95859909,-0.571861029
EGYM,RAF Marham,GB,52.641201,0.533536
EGYP,Mount Pleasant Airport,FK,-51.81769943,-58.47629929
EHAM,Amsterdam Airport Schiphol,NL,52.36270142,4.711929798
EHBD,Kempen Airport Budel,NL,51.25149918,5.597650051
EHBK,Maastricht Aachen Airport,NL,50.90179825,5.76004982
EHDL,Deelen Air Base,NL,52.04703,5.86552
EHDR,Drachten Airfield,NL,53.11800003,6.122900009
EHEH,Eindhoven Airport,NL,51.43909836,5.362130165
EHGG,Groningen Airport Eelde,NL,53.11500168,6.569129944
EHGR,Gilze Rijen Air Base,NL,51.56949997,4.911980152
EHKD,De Kooy Airfield / Den Helder Naval Air Station,NL,52.91870117,4.77534008
EHLE,Lelystad Airport,NL,52.4510994,5.511020184
EHLW,Leeuwarden Air Base,NL,53.21920013,5.737830162
EHOW,Oostwold Airfield,NL,53.20736,7.02781
EHRD,Rotterdam The Hague Airport,NL,51.95209885,4.428239822
EHSE,Breda International Airport,NL,51.553497,4.547943
EHTE,Teuge Airport,NL,52.24280167,6.039999962
EHTW,Twente Airport,NL,52.26819992,6.871230125
EHVK,Volkel Air Base,NL,51.64839935,5.690889835
EHWO,Woensdrecht Air Base,NL,51.44520187,4.325669765
EICK,Cork Airport,IE,51.85029984,-8.496439934
EICM,Galway Airport,IE,53.29880142,-8.950530052
EIDL,Donegal Airport,IE,55.03789902,-8.345080376
EIDW,Dublin Airport,IE,53.43716,-6.28062
EIKN,Ireland West Knock Airport,IE,53.90829849,-8.835650444
EIKY,Kerry Airport,IE,52.1780014,-9.537630081
EIME,Casement Air Base,IE,53.3046875,-6.468820095
EIMH,Athboy Airfield,IE,53.638382,-6.884988
EINN,Shannon Airport,IE,52.69319916,-8.943519592
EISG,Sligo Airport,IE,54.28110123,-8.607819557
EIWF,Waterford Airport,IE,52.18119812,-7.090720177
EIWT,Weston Airfield,IE,53.3512001,-6.492070198
EKAH,Aarhus Airport,DK,56.30739975,10.59780025
EKBI,Billund Airport,DK,55.73970032,9.132439613
EKCH,Copenhagen Kastrup Airport,DK,55.592201,12.603536
EKEB,Esbjerg Airport,DK,55.5237999,8.533490181
EKFR,Freerslev,DK,55.89699173,12.24368477
EKGH,Grønholt Hillerød Airfield,DK,55.94300079,12.37460041
EKHE,Annisse flyveplads,DK,55.98519135,12.21055603
EKHG,Herning Airfield,DK,56.185081,9.031193
EKHO,Lindtorp Airfield,DK,56.395401,8.434570313
EKHV,Haderslev Airfield,DK,55.30279922,9.51556015
EKKA,Midtjyllands Airport / Air Base Karup,DK,56.29909897,9.077619553
EKLS,Læsø Airport,DK,57.27550125,10.99310017
EKMB,Lolland Falster Maribo Airport,DK,54.70009995,11.42920017
EKOD,Odense Hans Christian Andersen Airport,DK,55.4715004,10.31529999
EKPB,Kruså-Padborg Airfield,DK,54.866901,9.27304
EKRK,Copenhagen Roskilde Airport,DK,55.59000015,12.11559963
EKRN,Bornholm Airport,DK,55.06689835,14.74520016
EKRS,Ringsted Airfield,DK,55.424042,11.802864
EKSB,Sønderborg Airport,DK,54.96900177,9.784890175
EKSN,Sindal Airport,DK,57.50320053,10.21940041
EKSP,Skrydstrup Air Base,DK,55.22460175,9.243940353
EKSV,Skive Airport,DK,56.5542984,9.166649818
EKTS,Thisted Airport,DK,57.07009888,8.692239761
EKVD,Kolding Vamdrup Airfield,DK,55.43109894,9.32804966
EKVG,Vágar Airport,FO,62.06620026,-7.287610054
EKVH,Vesthimmerlands Flyveplads,DK,56.8484993,9.449259758
EKVJ,Stauning Vestjylland  Airport,DK,55.99039841,8.342300415
EKYT,Aalborg Airport,DK,57.09370041,9.833379745
ELLX,Luxembourg-Findel International Airport,LU,49.61769867,6.187459946
ENAL,"Ålesund Airport, Vigra",NO,62.555923,6.08984
ENAN,"Andøya Airport, Andenes",NO,69.30699921,16.11980057
ENAS,"Ny-Ålesund Airport, Hamnerabben",NO,78.92949677,11.85529995
ENAT,Alta Airport,NO,69.98239899,23.3409996
ENBL,"Førde Airport, Bringeland",NO,61.39030075,5.750999928
ENBM,Bømoen Airfield,NO,60.63850021,6.492380142
ENBN,"Brønnøysund Airport, Brønnøy",NO,65.45490265,12.20540047
ENBO,Bodø Airport,NO,67.26529694,14.31830025
ENBR,"Bergen Airport, Flesland",NO,60.30659866,5.213699818
ENBS,Båtsfjord Airport,NO,70.59700012,29.68330002
ENBV,Berlevåg Airport,NO,70.87020111,29.01980019
ENCN,"Kristiansand Airport, Kjevik",NO,58.19670105,8.075409889
ENDU,Bardufoss Airport,NO,69.05950165,18.51000023
ENEV,"Harstad/Narvik Airport, Evenes",NO,68.50389862,16.67670059
ENFG,"Fagernes Airport, Leirin",NO,61.01919937,9.28357029
ENFL,Florø Airport,NO,61.58089828,5.008029938
ENGM,"Oslo Airport, Gardermoen",NO,60.18500137,11.07369995
ENHD,"Haugesund Airport, Karmøy",NO,59.35070038,5.197539806
ENHF,Hammerfest Airport,NO,70.677376,23.658495
ENHK,Hasvik Airport,NO,70.48840332,22.13050079
ENHN,Elverum Starmoen Airfield,NO,60.88106,11.669107
ENHT,Hattfjelldal Airfield,NO,65.594785,13.978753
ENHV,"Honningsvåg Airport, Valan",NO,71.009697,25.972799
ENKB,"Kristiansund Airport, Kvernberget",NO,63.1092,7.80675
ENKJ,"Lillestrøm Airfield, Kjeller",NO,59.97330093,11.02390003
ENKR,"Kirkenes Airport, Høybuktmoen",NO,69.72248077,29.86834526
ENLI,Lista Airport,NO,58.10850143,6.606919765
ENLK,Leknes Airport,NO,68.14949799,13.60499954
ENMH,Mehamn Airport,NO,71.03350067,27.82719994
ENML,"Molde Airport, Årø",NO,62.74269867,7.249300003
ENMS,"Mosjøen Airport, Kjærstad",NO,65.78769684,13.21170044
ENNA,"Lakselv Airport, Banak",NO,70.08119965,24.97060013
ENNM,Namsos Airport,NO,64.471199,11.5688
ENNO,Notodden Airport,NO,59.56949997,9.202059746
ENOL,Ørland Airport,NO,63.7098999,9.591990471
ENOP,Fagerhaug Airfield,NO,62.6487999,9.83893013
ENOV,"Ørsta-Volda Airport, Hovden",NO,62.17710114,6.063119888
ENRA,"Mo i Rana Airport, Røssvoll",NO,66.366501,14.2958
ENRM,"Rørvik Airport, Ryum",NO,64.834297,11.1375
ENRO,Røros Airport,NO,62.58470154,11.33310032
ENRS,Røst Airport,NO,67.522461,12.095856
ENRY,"Moss Airport, Rygge",NO,59.38370132,10.76620007
ENSB,"Svalbard Airport, Longyear",NO,78.248802,15.418
ENSD,"Sandane Airport, Anda",NO,61.82979965,6.100329876
ENSG,"Sogndal Airport, Haukåsen",NO,61.1535,7.12833
ENSH,"Svolvær Airport, Helle",NO,68.238998,14.6665
ENSK,"Stokmarknes Airport, Skagen",NO,68.580803,15.0112
ENSN,Skien Airport,NO,59.17879868,9.565239906
ENSO,"Stord Airport, Sørstokken",NO,59.79629898,5.334690094
ENSR,Sørkjosen Airport,NO,69.79039764,20.9545002
ENSS,"Vardø Airport, Svartnes",NO,70.36000061,31.04080009
ENST,"Sandnessjøen Airport, Stokka",NO,65.95240021,12.46399975
ENTC,"Tromsø Airport, Langnes",NO,69.6937027,18.92589951
ENTO,"Sandefjord Airport, Torp",NO,59.20009995,10.25829983
ENVA,"Trondheim Airport, Værnes",NO,63.45769882,10.88939953
ENVD,Vadsø Airport,NO,70.065002,29.8337
ENZV,"Stavanger Airport, Sola",NO,58.89500046,5.637290001
EPAR,Arłamów Airfield,PL,49.66180038,22.51140022
EPBC,Warsaw Babice Airport,PL,52.27050018,20.89789963
EPBY,Bydgoszcz Ignacy Jan Paderewski Airport,PL,53.09519958,17.95919991
EPCE,Cewice Naval Air Base,PL,54.41339874,17.7446003
EPCH,Częstochowa-Rudniki Airport,PL,50.88359833,19.18919945
EPDE,Deblin Military Air Base,PL,51.55690002,21.87809944
EPGD,Gdańsk Lech Wałęsa Airport,PL,54.3810997,18.45199966
EPKK,Kraków John Paul II International Airport,PL,50.07540131,19.76810074
EPKM,Katowice-Muchowiec Airfield,PL,50.23490143,19.02820015
EPKN,Opole-Kamień Śląski Airfield,PL,50.53319931,18.06999969
EPKS,Krzesiny Military Air Base,PL,52.3370018,16.95019913
EPKT,Katowice Wojciech Korfanty International Airport,PL,50.476101,19.059601
EPLB,Lublin Airport,PL,51.23759842,22.69580078
EPLK,Łask Air Base,PL,51.5536,19.1616
EPLL,Łódź Władysław Reymont Airport,PL,51.716222,19.372194
EPLU,Lubin Airfield,PL,51.42589951,16.19070053
EPMB,Malbork Królewo Air Base,PL,54.02939987,19.15609932
EPML,Mielec Airfield,PL,50.3223,21.444099
EPMM,Minsk Mazowiecki Military Air Base,PL,52.19549942,21.63759995
EPMO,Modlin Airport,PL,52.44950104,20.63360023
EPOK,Oksywie Air Base / Gdynia-Kosakowo Airfield,PL,54.58779907,18.50379944
EPPI,Piła Airfield,PL,53.16059875,16.70030022
EPPO,Poznań-Ławica Airport,PL,52.4249,16.806101
EPPW,Powidz Military Air Base,PL,52.38380051,17.82740021
EPRA,Warsaw Radom Airport,PL,51.386398,21.197901
EPRZ,Rzeszów-Jasionka Airport,PL,50.11019897,22.00149918
EPSC,Solidarity Szczecin–Goleniów Airport,PL,53.59209824,14.88790035
EPSD,Szczecin-Dąbie Airfield,PL,53.39319992,14.62730026
EPSN,Swidwin Military Air Base,PL,53.79470062,15.80860043
EPSO,Sochaczew Air Base,PL,52.2016983,20.27370071
EPSY,Olsztyn-Mazury Airport,PL,53.47119904,20.93169975
EPTM,Tomaszów Mazowiecki Military Air Base,PL,51.588402,20.0844
EPTO,Toruń Airfield,PL,53.0304985,18.53779984
EPWA,Warsaw Chopin Airport,PL,52.1786,20.9559
EPWR,Copernicus Wrocław Airport,PL,51.108799,16.865801
EPZG,Zielona Góra-Babimost Airport,PL,52.13370132,15.78199959
ES-0006,Rosinos de la Requejada Airfield,ES,42.1035,-6.5293
ESCF,Malmen Air Base,SE,58.38669968,15.51599979
ESCM,Ärna Air Base,SE,59.89479828,17.56999969
ESDF,Ronneby Airport,SE,56.25690079,15.26249981
ESFR,Råda Air Base,SE,58.50699997,13.05459976
ESGG,Göteborg Landvetter Airport,SE,57.6495018,12.2677002
ESGJ,Jönköping Airport,SE,57.74819946,14.06299973
ESGK,Falköping Airfield,SE,58.16479874,13.58189964
ESGL,Lidköping-Hovby Airport,SE,58.4612999,13.15929985
ESGP,Säve Airport,SE,57.76589966,11.86880016
ESGR,Skövde Airport,SE,58.44889832,13.96860027
ESGT,Trollhättan-Vänersborg Airport,SE,58.32419968,12.3366003
ESIA,Karlsborg Air Base,SE,58.50920105,14.48970032
ESIB,Såtenäs Air Base,SE,58.41820145,12.70969963
ESKA,Lunda Airfield,SE,60.12773,18.09246
ESKC,Uppsala-Sundbro Airfield,SE,59.919945,17.536682
ESKK,Karlskoga Airport,SE,59.3396,14.491
ESKM,Mora Airport,SE,60.96559906,14.50599957
ESKN,Stockholm Skavsta Airport,SE,58.7867012,16.8803997
ESKS,Scandinavian Mountains Airport,SE,61.17411804,12.82124996
ESKV,Arvika Airfield,SE,59.67070007,12.63869953
